source,target
16,29
16,62
16,94
16,159
16,164
16,167
16,192
16,195
16,198
16,201
16,230
16,233
16,240
16,251
16,280
16,288
16,297
21,47
21,51
21,98
21,112
21,119
21,185
21,202
21,257
33,40
33,49
33,70
33,73
33,99
33,146
33,212
33,215
33,236
33,240
33,242
33,269
33,273
40,7
40,19
40,39
40,54
40,61
40,67
40,89
40,96
40,152
40,153
40,161
40,174
40,183
40,248
40,267
40,271
40,298
47,52
57,69
57,98
57,100
57,113
57,115
57,176
57,200
57,216
57,286
65,24
65,30
65,48
65,68
65,81
65,89
65,114
65,140
65,142
65,156
65,166
65,223
65,244
65,249
65,261
65,270
65,282
65,294
89,22
89,38
89,93
89,127
89,206
89,211
89,227
98,86
98,103
98,104
98,136
98,229
98,264
102,90
102,149
131,40
131,209
131,222
131,232
143,50
143,230
150,47
150,196
160,0
160,2
160,3
160,11
160,12
160,31
160,36
160,43
160,45
160,46
160,53
160,56
160,60
160,72
160,75
160,78
160,79
160,80
160,83
160,87
160,92
160,95
160,101
160,105
160,107
160,117
160,126
160,132
160,133
160,135
160,139
160,141
160,144
160,148
160,158
160,169
160,173
160,177
160,178
160,180
160,181
160,182
160,193
160,194
160,197
160,208
160,214
160,217
160,219
160,225
160,226
160,234
160,235
160,241
160,250
160,253
160,258
160,262
160,266
160,268
160,275
160,276
160,293
172,63
172,102
172,162
172,243
172,256
196,5
196,8
196,20
196,32
196,42
196,64
196,102
196,124
196,125
196,157
196,213
196,254
196,255
202,14
202,15
202,25
202,59
202,84
202,110
202,179
202,230
202,246
202,252
202,287
202,296
230,9
230,199
240,26
240,44
240,66
240,120
240,122
240,138
240,165
240,170
240,187
240,237
240,281
240,290
259,82
259,111
259,154
259,172
259,175
259,204
259,210
259,265
259,279
259,291
265,13
265,23
265,27
265,34
265,35
265,37
265,74
265,88
265,121
265,160
265,171
265,218
265,221
265,247
265,260
265,283
265,285
265,299
272,1
272,4
272,6
272,10
272,17
272,18
272,28
272,41
272,55
272,58
272,71
272,76
272,77
272,85
272,91
272,97
272,106
272,108
272,109
272,116
272,118
272,123
272,128
272,129
272,130
272,134
272,137
272,145
272,147
272,151
272,155
272,160
272,163
272,168
272,184
272,186
272,188
272,189
272,190
272,191
272,203
272,205
272,207
272,220
272,224
272,228
272,231
272,238
272,239
272,245
272,263
272,274
272,277
272,278
272,284
272,289
272,292
272,295
