source,target
19,4
19,30
19,70
19,106
19,110
19,153
19,196
19,246
19,289
19,296
30,129
32,14
32,16
32,17
32,34
32,36
32,40
32,44
32,47
32,52
32,56
32,62
32,66
32,67
32,105
32,106
32,109
32,130
32,133
32,158
32,165
32,191
32,201
32,235
32,241
32,255
32,265
32,275
42,2
42,28
42,53
42,82
42,94
42,118
42,136
42,142
42,160
42,174
42,175
42,178
42,183
42,185
42,195
42,213
42,224
42,238
42,243
42,249
42,287
42,288
42,298
69,11
69,37
69,49
69,57
69,76
69,114
69,121
69,156
69,176
69,208
69,252
69,269
69,286
75,51
75,80
75,85
75,144
75,234
75,250
106,5
106,120
106,167
106,170
106,171
106,205
106,223
106,279
154,38
154,83
154,102
154,119
154,139
154,227
154,228
154,284
154,292
168,39
168,54
168,55
168,71
168,75
168,78
168,91
168,149
168,151
168,184
168,203
168,209
168,212
168,226
168,232
168,248
168,260
168,273
168,276
169,0
169,3
169,6
169,13
169,31
169,33
169,41
169,43
169,45
169,58
169,69
169,97
169,99
169,101
169,103
169,125
169,127
169,135
169,147
169,189
169,190
169,197
169,202
169,221
169,237
169,240
169,266
169,290
169,293
179,10
179,12
179,20
179,25
179,26
179,48
179,68
179,84
179,96
179,122
179,134
179,145
179,150
179,162
179,231
179,247
179,256
179,291
193,21
193,35
193,46
193,61
193,63
193,98
193,115
193,131
193,132
193,141
193,163
193,164
193,181
193,186
193,199
193,214
193,215
193,216
193,218
193,230
193,233
193,250
193,252
193,261
193,263
193,270
203,111
203,211
203,242
203,297
203,299
209,9
209,88
209,137
209,192
209,210
209,220
209,225
209,253
209,262
218,15
218,157
218,173
218,187
218,206
218,222
218,267
222,29
250,1
250,74
250,112
250,116
250,123
250,126
250,140
250,166
250,219
252,72
252,73
252,254
252,282
253,7
253,77
253,107
253,113
253,188
253,245
253,259
272,24
272,64
272,79
272,87
272,90
272,100
272,143
272,146
272,148
272,152
272,154
272,159
272,177
272,180
272,182
272,204
272,207
272,239
272,244
272,274
272,283
277,23
277,42
277,59
277,81
277,86
277,92
277,104
277,117
277,169
277,194
277,200
277,264
284,89
284,108
284,253
284,257
284,278
285,18
285,22
285,75
285,106
285,124
285,161
295,8
295,27
295,42
295,50
295,60
295,65
295,93
295,95
295,128
295,138
295,155
295,172
295,179
295,198
295,217
295,229
295,236
295,251
295,258
295,268
295,271
295,280
295,281
295,294
