source,target
4,3
4,7
4,12
4,14
4,23
4,34
4,36
4,39
4,45
4,55
4,61
4,66
4,81
4,87
4,91
4,94
4,112
4,123
4,138
4,144
4,146
4,157
4,168
4,179
4,193
4,205
4,208
4,213
4,234
4,247
4,252
4,260
4,265
4,296
4,299
19,125
19,136
19,187
19,209
19,228
19,250
19,263
19,264
19,270
20,2
20,37
20,40
20,47
20,79
20,118
20,124
20,141
20,150
20,153
20,157
20,203
20,214
20,272
28,9
28,38
28,78
28,119
28,194
28,249
28,274
58,24
58,90
58,95
58,116
58,127
58,148
58,166
58,219
58,285
58,286
72,8
72,13
72,25
72,43
72,53
72,69
72,104
72,113
72,133
72,174
72,182
72,184
72,196
72,197
72,207
72,210
72,218
72,220
72,225
72,248
72,251
72,275
72,288
72,293
78,57
78,73
78,75
78,200
78,224
88,0
88,31
88,41
88,48
88,50
88,52
88,65
88,67
88,89
88,96
88,110
88,111
88,126
88,152
88,163
88,169
88,175
88,177
88,181
88,189
88,277
88,282
88,291
111,56
111,103
111,172
111,230
111,243
111,257
119,198
139,11
139,17
139,18
139,93
139,107
139,140
139,176
139,180
139,188
139,191
139,209
139,231
139,241
139,246
139,258
139,259
143,54
143,78
143,236
146,6
146,10
146,27
146,44
146,49
146,59
146,80
146,85
146,92
146,99
146,101
146,109
146,115
146,121
146,132
146,171
146,183
146,190
146,204
146,216
146,222
146,240
146,256
146,283
147,1
147,102
147,105
147,128
147,186
147,209
147,211
147,237
147,238
147,239
147,253
147,255
147,297
157,29
157,206
157,215
157,281
157,289
158,32
158,223
158,267
209,71
209,97
209,106
209,108
209,120
209,135
209,161
209,167
209,173
209,199
209,217
209,221
209,232
209,280
209,292
216,15
216,16
216,21
216,22
216,60
216,62
216,74
216,82
216,84
216,98
216,100
216,129
216,130
216,131
216,145
216,151
216,155
216,164
216,165
216,170
216,195
216,202
216,226
216,227
216,229
216,233
216,244
216,245
216,254
216,262
216,271
216,278
216,284
216,287
216,290
216,294
216,298
261,19
261,26
261,42
261,76
261,77
261,143
261,158
261,269
261,295
268,35
268,72
268,147
268,159
268,160
268,162
268,273
273,5
273,33
273,46
273,58
273,63
273,64
273,70
273,83
273,86
273,111
273,114
273,122
273,134
273,137
273,142
273,149
273,154
273,156
273,185
273,192
273,201
273,235
273,242
273,266
273,279
276,30
276,51
276,68
276,88
276,117
276,178
276,212
276,216
