source,target
13,1
13,72
13,122
13,159
13,204
13,245
13,276
23,237
34,11
34,82
34,99
34,108
34,112
34,122
34,158
34,176
34,179
34,182
34,233
34,255
34,261
34,265
34,266
34,294
34,299
38,27
38,28
38,122
38,174
38,215
38,218
44,98
44,122
44,274
44,280
60,37
60,204
60,224
60,236
60,295
83,7
83,17
83,42
83,52
83,53
83,59
83,95
83,100
83,135
83,145
83,162
83,165
83,201
83,216
83,229
83,296
110,12
110,64
110,163
110,245
110,282
110,284
122,10
122,29
122,93
122,152
122,153
122,173
122,223
122,231
122,247
122,270
122,288
123,3
123,25
123,57
123,92
123,124
123,131
123,146
123,149
123,200
123,205
123,208
123,244
123,252
123,272
132,61
132,78
132,79
132,80
132,81
132,96
132,114
132,136
132,157
132,160
132,161
132,180
132,222
132,297
150,83
150,116
150,123
150,139
150,190
150,210
151,62
151,142
151,154
151,170
151,184
151,188
151,199
151,206
151,214
151,219
151,242
151,254
151,285
156,9
156,20
156,69
156,85
156,91
156,123
156,137
156,138
156,183
156,196
156,211
156,221
156,225
156,292
157,4
157,164
157,269
159,33
160,8
160,15
160,18
160,26
160,30
160,41
160,49
160,63
160,66
160,67
160,68
160,71
160,84
160,102
160,109
160,119
160,120
160,125
160,126
160,127
160,133
160,140
160,147
160,155
160,167
160,168
160,169
160,171
160,177
160,178
160,192
160,193
160,203
160,211
160,217
160,226
160,238
160,248
160,249
160,251
160,253
160,256
160,264
160,267
160,275
160,277
160,279
160,289
160,290
172,43
172,46
172,101
172,118
172,144
172,207
172,286
185,2
185,14
185,19
185,47
185,73
185,75
185,89
185,90
185,122
185,212
185,232
185,241
185,243
185,273
191,58
191,83
191,103
191,175
191,198
191,281
204,31
204,35
204,77
204,117
204,128
204,197
204,235
204,250
211,24
211,51
211,55
211,56
211,113
211,121
211,129
211,166
211,181
211,186
211,187
211,194
211,209
211,240
211,260
211,287
215,87
215,94
215,107
215,141
228,5
228,40
228,54
228,130
228,213
228,262
245,86
245,202
245,257
245,293
258,6
258,16
258,23
258,36
258,45
258,48
258,70
258,104
258,148
258,159
258,189
258,234
258,239
258,246
258,259
263,0
263,65
263,76
263,151
263,172
263,195
263,227
276,97
276,228
285,34
285,74
285,88
285,143
285,271
285,278
285,283
285,298
291,21
291,22
291,32
291,39
291,50
291,105
291,106
291,111
291,115
291,134
291,172
291,191
291,220
291,230
291,268
