source,target
21,122
21,144
21,146
21,163
21,166
21,212
21,235
21,244
21,253
50,5
50,10
50,14
50,24
50,35
50,41
50,61
50,62
50,79
50,82
50,83
50,85
50,86
50,94
50,96
50,111
50,124
50,129
50,133
50,142
50,157
50,164
50,182
50,184
50,194
50,221
50,245
50,261
50,265
50,284
50,290
51,3
51,32
51,53
51,105
51,189
51,283
61,70
61,118
61,205
61,272
105,19
105,31
105,127
105,155
105,156
105,213
105,224
110,183
110,229
110,281
122,167
122,175
122,252
130,1
130,12
130,36
130,56
130,59
130,67
130,95
130,116
130,125
130,158
130,170
130,187
130,188
130,198
130,217
130,236
130,266
130,277
130,294
148,50
148,76
148,114
148,120
163,11
163,20
163,48
163,65
163,68
163,106
163,107
163,110
163,149
163,165
163,176
163,190
163,197
163,214
163,223
163,251
163,256
163,257
163,275
163,291
163,295
169,0
169,6
169,13
169,27
169,30
169,37
169,69
169,72
169,90
169,91
169,92
169,93
169,99
169,102
169,105
169,123
169,126
169,132
169,134
169,136
169,137
169,176
169,178
169,179
169,180
169,201
169,203
169,226
169,228
169,233
169,239
169,241
169,247
169,254
169,260
169,268
169,273
169,276
169,278
169,279
169,280
169,285
169,296
176,15
176,22
176,45
176,63
176,71
176,77
176,88
176,115
176,117
176,128
176,150
176,151
176,219
176,238
176,246
176,289
176,293
198,47
198,210
198,249
199,42
199,44
199,46
199,54
199,84
199,177
199,209
199,222
199,263
199,287
209,8
209,18
209,23
209,28
209,39
209,40
209,43
209,58
209,78
209,81
209,97
209,101
209,119
209,131
209,135
209,153
209,160
209,174
209,181
209,191
209,192
209,195
209,200
209,206
209,225
209,227
209,262
209,264
209,298
210,87
210,108
210,138
210,145
210,185
210,215
210,220
210,230
210,237
210,253
210,259
210,282
227,2
227,16
227,25
227,34
227,55
227,66
227,100
227,103
227,110
227,112
227,113
227,121
227,141
227,143
227,154
227,159
227,161
227,173
227,202
227,207
227,218
227,242
227,269
227,270
235,57
235,75
235,140
235,172
235,204
235,234
235,271
235,297
253,4
253,147
267,38
267,52
267,64
267,98
267,104
267,109
267,139
267,148
267,152
267,162
267,168
267,171
267,209
267,216
267,274
267,288
267,292
299,7
299,9
299,17
299,26
299,29
299,33
299,49
299,60
299,61
299,73
299,74
299,80
299,89
299,186
299,193
299,196
299,208
299,211
299,231
299,232
299,240
299,243
299,248
299,250
299,255
299,258
299,286
