source,target
0,8
0,44
0,84
0,100
0,114
0,117
0,118
0,139
0,178
0,194
0,204
0,231
0,234
0,255
0,275
1,2
1,9
1,15
1,18
1,21
1,28
1,37
1,42
1,43
1,53
1,58
1,63
1,71
1,88
1,93
1,113
1,131
1,165
1,175
1,181
1,186
1,187
1,189
1,197
1,205
1,206
1,211
1,213
1,223
1,233
1,240
1,241
1,243
1,247
1,257
1,265
1,278
1,292
1,296
2,7
2,8
2,10
2,15
2,25
2,29
2,36
2,38
2,43
2,46
2,52
2,53
2,55
2,57
2,61
2,67
2,68
2,73
2,74
2,87
2,89
2,95
2,103
2,104
2,113
2,122
2,124
2,135
2,138
2,140
2,141
2,143
2,144
2,146
2,147
2,154
2,157
2,159
2,160
2,162
2,163
2,164
2,165
2,166
2,167
2,170
2,172
2,175
2,183
2,184
2,187
2,190
2,191
2,198
2,201
2,210
2,211
2,220
2,232
2,235
2,240
2,248
2,249
2,253
2,254
2,260
2,263
2,269
2,272
2,283
2,284
2,293
3,8
3,20
3,21
3,23
3,26
3,29
3,34
3,53
3,56
3,71
3,75
3,77
3,78
3,83
3,88
3,102
3,103
3,104
3,105
3,108
3,116
3,125
3,131
3,132
3,138
3,148
3,150
3,151
3,157
3,160
3,169
3,172
3,179
3,181
3,188
3,194
3,202
3,206
3,214
3,215
3,227
3,229
3,230
3,231
3,234
3,239
3,247
3,249
3,253
3,258
3,259
3,260
3,261
3,263
3,266
3,270
3,273
3,276
3,277
3,280
3,281
3,282
3,284
3,287
3,291
3,297
4,6
4,10
4,11
4,12
4,19
4,30
4,31
4,33
4,38
4,43
4,47
4,50
4,51
4,61
4,66
4,80
4,81
4,90
4,91
4,104
4,105
4,106
4,112
4,114
4,121
4,123
4,124
4,125
4,126
4,127
4,130
4,146
4,165
4,171
4,174
4,175
4,176
4,187
4,194
4,197
4,212
4,216
4,221
4,226
4,236
4,246
4,249
4,262
4,263
4,277
4,285
4,288
5,8
5,13
5,25
5,43
5,58
5,62
5,69
5,76
5,78
5,79
5,87
5,97
5,100
5,107
5,119
5,123
5,125
5,126
5,128
5,136
5,137
5,140
5,147
5,148
5,150
5,151
5,153
5,154
5,156
5,159
5,160
5,161
5,163
5,185
5,188
5,194
5,199
5,204
5,207
5,216
5,220
5,223
5,227
5,232
5,240
5,244
5,251
5,270
5,276
5,279
5,286
5,287
5,290
6,13
6,22
6,44
6,51
6,84
6,92
6,96
6,115
6,118
6,163
6,171
6,173
6,177
6,178
6,180
6,186
6,193
6,237
6,238
6,259
6,278
6,290
6,294
6,296
6,297
7,8
7,13
7,14
7,15
7,17
7,23
7,25
7,26
7,31
7,34
7,36
7,38
7,39
7,40
7,42
7,53
7,55
7,59
7,60
7,61
7,70
7,71
7,72
7,75
7,76
7,78
7,85
7,88
7,98
7,102
7,104
7,105
7,106
7,107
7,113
7,116
7,129
7,133
7,136
7,138
7,150
7,151
7,155
7,157
7,160
7,162
7,163
7,165
7,170
7,172
7,179
7,183
7,184
7,188
7,191
7,194
7,198
7,201
7,202
7,206
7,213
7,214
7,220
7,222
7,223
7,225
7,227
7,228
7,229
7,234
7,237
7,238
7,253
7,263
7,265
7,268
7,271
7,272
7,274
7,275
7,279
7,280
7,282
7,283
7,297
8,16
8,19
8,31
8,38
8,42
8,44
8,45
8,50
8,51
8,56
8,58
8,60
8,72
8,87
8,99
8,100
8,105
8,107
8,108
8,119
8,121
8,124
8,127
8,128
8,138
8,145
8,160
8,163
8,170
8,172
8,183
8,184
8,185
8,187
8,201
8,204
8,212
8,213
8,214
8,222
8,225
8,227
8,229
8,232
8,244
8,252
8,253
8,260
8,262
8,266
