source,target
31,74
41,1
41,4
41,5
41,7
41,8
41,11
41,13
41,17
41,19
41,20
41,22
41,30
41,31
41,33
41,39
41,43
41,48
41,53
41,57
41,59
41,64
41,65
41,67
41,68
41,69
41,72
41,73
41,75
41,76
41,78
41,79
41,85
41,87
41,93
41,98
45,0
45,9
45,29
45,31
45,34
45,46
45,56
45,83
45,84
45,97
45,99
46,14
46,28
46,89
60,23
60,36
60,51
60,54
60,61
60,81
60,82
60,92
61,12
61,15
61,24
61,37
61,49
61,70
61,90
61,94
80,2
80,3
80,10
80,16
80,18
80,26
80,27
80,32
80,38
80,40
80,42
80,47
80,50
80,52
80,55
80,66
80,71
80,94
80,96
84,58
84,77
89,6
89,21
89,25
89,35
89,44
89,61
89,63
89,86
89,91
89,95
94,62
94,88
