source,target
2,45
2,46
2,47
2,51
2,54
2,74
2,79
2,81
15,22
15,69
15,94
20,27
32,0
32,15
32,28
32,33
32,51
32,63
32,65
32,89
32,92
34,35
34,37
34,44
34,50
34,52
34,62
34,68
44,1
44,14
44,17
44,20
44,26
44,31
44,66
44,72
44,98
47,58
47,82
51,16
51,18
51,19
51,39
51,71
51,75
51,80
51,99
54,7
54,23
54,78
55,38
55,56
55,87
55,91
55,95
55,97
56,6
56,9
56,10
56,11
56,12
56,24
56,40
56,48
56,49
56,59
56,60
56,73
56,84
56,86
56,90
56,96
65,4
65,21
65,29
65,30
65,42
65,53
65,61
65,83
67,13
67,20
67,41
67,55
67,57
67,64
67,93
70,8
70,36
70,44
70,54
89,3
89,5
89,25
89,43
89,76
89,77
89,85
89,88
