source,target
5,0
5,29
5,31
5,82
5,109
5,148
5,158
5,174
5,180
21,15
21,34
21,49
21,62
21,67
21,69
21,77
21,93
21,129
21,145
21,159
21,172
21,175
21,190
40,8
40,26
40,52
40,57
40,60
40,84
40,97
40,106
40,110
40,112
40,116
40,138
40,156
40,157
40,167
40,169
40,182
40,183
40,187
44,13
44,23
44,42
44,46
44,79
44,87
44,117
44,125
44,131
44,147
44,152
53,18
53,134
71,7
71,53
71,66
71,91
71,96
71,124
78,2
78,6
78,56
78,95
78,113
78,147
82,4
82,16
82,94
82,118
82,123
82,126
82,127
82,197
91,9
91,12
91,30
91,51
91,64
91,65
91,93
91,108
91,114
91,128
91,132
91,136
91,137
91,150
91,186
91,193
93,24
93,25
93,38
93,61
93,107
93,111
93,133
93,151
93,155
93,185
93,195
93,198
94,162
147,35
147,45
147,53
147,58
147,88
147,104
147,119
147,176
147,179
152,41
152,43
152,59
152,63
152,76
152,81
152,89
152,90
152,98
152,101
152,102
152,115
152,139
152,144
152,146
152,168
152,177
152,199
154,3
154,27
154,32
154,39
154,55
154,68
154,72
154,80
154,83
154,94
154,120
154,122
154,149
154,160
154,165
154,173
154,181
154,188
154,194
159,20
159,28
159,54
159,74
159,92
159,103
161,47
161,48
161,50
161,70
161,85
161,86
161,135
161,141
161,143
161,152
161,153
161,154
161,171
161,178
161,184
161,189
161,191
161,192
180,1
180,10
180,11
180,14
180,17
180,19
180,22
180,33
180,36
180,37
180,73
180,75
180,99
180,100
180,105
180,130
180,140
180,142
180,163
180,164
180,166
180,170
180,182
180,196
182,121
