source,target
0,7
0,15
0,24
0,25
0,34
0,37
0,53
0,54
0,96
0,107
0,110
0,115
0,120
0,123
0,126
0,127
0,133
0,137
0,142
0,144
0,158
0,176
0,184
0,191
0,192
0,196
6,14
6,41
6,149
6,171
13,55
13,60
13,118
13,159
20,40
20,42
20,52
20,69
20,89
40,22
40,27
40,29
40,47
40,56
40,66
40,77
40,81
40,91
40,104
40,147
40,156
40,182
40,194
41,17
41,45
41,53
41,93
41,125
41,130
42,23
42,97
42,190
42,195
49,18
49,48
49,58
49,63
49,64
49,71
49,78
49,87
49,101
49,111
49,119
49,121
49,146
49,152
49,153
49,167
49,183
49,188
49,199
53,68
53,173
54,11
54,75
54,105
59,70
59,131
59,163
62,72
62,169
62,193
66,4
66,9
66,65
66,67
66,102
66,122
66,124
66,135
66,179
68,38
68,50
68,51
68,90
68,150
77,136
89,26
89,30
89,35
89,61
89,79
89,82
89,180
89,185
89,186
104,2
104,31
104,36
104,57
104,74
104,76
104,99
104,117
104,128
104,132
104,138
104,178
104,187
108,10
108,21
108,39
108,94
108,113
108,164
108,181
108,189
109,98
109,129
109,134
109,141
109,155
109,162
109,170
109,198
139,5
139,19
139,33
139,44
139,100
139,108
139,143
139,145
139,160
139,175
149,42
149,62
149,92
149,106
149,148
149,197
159,54
168,12
168,46
168,59
168,77
168,84
168,103
168,140
168,151
168,157
174,32
174,49
174,108
174,161
174,165
174,172
175,3
175,116
175,154
175,177
177,1
177,8
177,16
177,28
177,66
177,73
177,85
177,95
177,109
177,166
190,83
190,112
197,43
197,80
197,86
197,88
197,114
