source,target
1,2
1,3
1,7
1,19
1,20
1,36
1,46
1,55
1,56
1,77
1,79
1,86
1,88
1,90
1,101
1,106
1,109
1,117
1,129
1,130
1,140
1,156
1,162
1,165
1,166
1,167
1,170
1,182
1,185
1,187
1,192
1,197
25,9
25,47
25,60
25,81
25,87
25,110
25,116
25,123
25,178
25,191
26,10
26,80
26,104
26,195
47,48
47,115
47,164
47,171
54,71
54,73
54,163
58,13
58,29
58,102
58,120
58,121
58,139
58,142
58,158
71,34
71,104
73,14
73,17
73,57
73,83
73,108
73,118
73,124
73,136
73,190
76,169
81,23
81,52
81,62
81,75
81,89
81,103
81,107
81,138
81,176
81,177
81,198
104,18
104,32
104,33
104,69
104,105
104,144
111,49
111,92
111,132
112,63
112,82
112,143
112,146
123,4
123,41
123,72
123,125
123,174
123,189
123,194
125,16
125,31
125,39
125,85
125,119
125,127
125,151
137,22
137,61
137,64
137,67
137,81
137,94
137,96
137,97
137,114
137,126
137,128
137,183
141,44
141,45
141,58
141,112
141,122
141,173
141,195
148,0
148,43
148,76
148,93
148,98
148,162
148,172
150,51
150,111
150,152
150,187
162,6
162,30
162,37
162,40
162,53
162,68
162,78
162,91
162,95
162,100
162,133
162,135
162,147
162,149
162,155
162,160
162,181
162,188
172,21
172,28
172,42
172,65
172,74
172,84
172,125
172,154
172,180
172,184
172,199
184,11
184,12
184,27
184,35
184,38
184,50
184,66
184,70
184,99
184,131
184,161
184,179
184,193
184,196
187,8
187,15
187,24
187,59
187,145
187,157
187,175
187,186
191,112
191,159
195,5
195,113
195,134
195,153
195,168
