source,target
16,34
16,69
16,79
16,83
16,94
16,96
16,104
16,127
16,140
16,166
16,167
16,177
19,23
19,61
19,87
19,110
19,111
19,117
19,118
19,126
19,149
19,162
19,164
19,172
19,180
22,13
22,15
22,98
22,154
22,187
35,6
35,10
35,18
35,20
35,30
35,37
35,39
35,44
35,48
35,54
35,57
35,81
35,108
35,147
35,148
35,169
35,183
35,184
35,189
44,8
44,28
44,31
44,43
44,60
44,93
44,124
44,168
44,187
44,191
46,84
46,126
51,0
51,9
51,12
51,22
51,38
51,47
51,68
51,88
51,89
51,100
51,112
51,142
51,144
51,151
51,157
51,158
51,159
51,161
51,174
51,193
51,194
51,197
83,14
83,21
83,24
83,45
83,49
83,50
83,52
83,64
83,67
83,106
83,113
83,119
83,120
83,128
83,146
83,156
83,170
83,176
99,1
99,11
99,32
99,35
99,36
99,65
99,73
99,83
99,102
99,145
99,150
118,17
118,59
118,115
118,132
118,137
118,163
122,2
122,41
122,58
122,70
122,78
122,95
122,97
122,114
122,121
122,141
122,179
122,190
126,75
126,77
126,152
126,175
126,199
130,16
130,40
130,46
130,71
130,74
130,82
130,92
130,101
130,139
130,171
130,181
130,195
131,116
131,165
173,25
173,91
173,103
173,122
173,123
173,125
173,188
173,196
187,5
187,26
187,56
187,63
187,80
187,85
187,105
187,109
187,129
187,135
187,160
192,4
192,7
192,27
192,29
192,33
192,42
192,53
192,55
192,62
192,66
192,72
192,76
192,86
192,90
192,107
192,122
192,126
192,131
192,133
192,134
192,136
192,138
192,143
192,153
192,155
192,178
192,186
198,3
198,83
198,182
198,185
