source,target
0,11
0,49
0,66
0,94
0,117
0,139
0,171
0,172
0,191
4,54
4,67
4,75
4,89
8,21
8,24
8,44
8,53
8,90
8,101
8,104
8,133
8,151
8,153
8,158
8,165
8,167
8,178
8,190
11,5
11,14
11,31
11,83
11,99
11,187
31,95
31,162
31,163
31,189
34,81
34,107
34,112
40,3
40,20
40,27
40,52
40,138
45,46
45,107
45,108
45,152
47,15
47,88
47,106
47,192
47,197
50,10
50,18
50,29
50,35
50,70
50,72
50,87
50,110
50,116
50,136
50,160
50,164
50,199
52,63
52,105
53,54
66,36
66,64
66,69
66,73
66,128
66,150
66,159
66,173
68,41
68,55
68,65
68,115
68,124
68,137
72,19
72,25
72,28
72,30
72,57
72,60
72,71
72,74
72,77
72,84
72,86
72,92
72,102
72,109
72,113
72,118
72,127
72,175
72,181
72,185
80,91
80,134
80,166
107,42
107,48
107,85
107,169
108,79
108,130
108,193
125,12
125,96
125,119
125,126
125,142
125,179
125,180
125,183
131,7
131,8
131,143
131,157
131,198
132,9
132,16
132,33
132,43
132,52
132,56
132,59
132,100
132,129
132,140
132,147
132,156
132,170
132,176
141,17
141,47
141,68
141,114
141,125
141,154
143,148
151,38
151,162
151,176
156,61
156,76
156,120
156,121
162,34
162,37
162,123
162,186
162,188
162,196
176,80
176,103
177,1
177,13
177,22
177,32
177,51
177,58
177,72
177,78
177,122
177,125
177,135
177,146
177,174
177,195
182,62
182,66
182,161
182,184
184,2
184,6
184,23
184,39
184,68
184,82
184,93
184,111
184,144
184,145
184,149
184,155
184,168
184,194
189,26
189,97
189,98
