source,target
2,0
2,23
2,39
2,55
2,77
2,84
2,86
2,89
2,116
2,126
2,153
2,155
2,156
2,160
2,180
2,181
2,187
2,192
10,52
10,70
10,73
10,97
10,144
10,179
10,185
10,190
23,83
23,196
29,68
29,129
29,197
55,28
68,11
68,13
68,17
68,18
68,22
68,31
68,38
68,41
68,49
68,66
68,69
68,90
68,98
68,104
68,109
68,124
68,130
68,139
68,157
68,198
72,15
72,20
72,33
72,42
72,58
72,75
72,92
72,101
72,105
72,113
72,123
72,127
72,133
72,148
72,170
72,189
75,12
75,50
75,63
75,65
75,67
75,182
75,194
83,25
83,32
83,80
83,168
83,169
83,188
94,19
94,37
94,45
94,114
94,120
106,61
106,76
106,82
106,87
128,3
128,4
128,8
128,9
128,27
128,34
128,35
128,36
128,54
128,55
128,59
128,64
128,81
128,85
128,91
128,99
128,103
128,107
128,110
128,111
128,115
128,121
128,125
128,135
128,136
128,138
128,140
128,142
128,145
128,146
128,149
128,161
128,162
128,165
128,172
128,174
128,175
128,176
128,183
128,197
128,199
137,5
137,24
137,53
137,56
137,75
137,78
137,93
137,118
137,119
137,122
137,131
137,143
137,154
137,159
137,171
137,177
137,178
137,184
137,191
137,195
166,60
166,75
166,106
179,72
179,88
179,132
179,134
179,164
185,16
185,40
185,48
185,51
185,57
185,71
185,74
185,100
185,141
185,151
185,167
190,94
195,6
195,14
195,26
195,43
195,44
195,47
195,79
195,83
195,108
195,147
195,150
195,158
195,163
195,193
197,1
197,7
197,21
197,30
197,46
197,62
197,95
197,96
197,102
197,112
197,117
197,152
197,173
197,186
