source,target
17,7
17,18
17,44
17,58
17,69
17,71
17,72
17,81
17,107
17,108
17,119
17,141
17,161
17,184
17,188
21,0
21,2
21,3
21,5
21,6
21,9
21,14
21,23
21,24
21,30
21,33
21,43
21,50
21,54
21,55
21,64
21,85
21,89
21,91
21,92
21,93
21,95
21,99
21,105
21,106
21,109
21,114
21,120
21,129
21,131
21,152
21,153
21,154
21,155
21,163
21,164
21,168
21,169
21,173
21,178
21,187
36,27
36,28
36,35
36,37
36,38
36,78
36,83
36,100
36,117
36,133
36,144
36,157
36,158
36,159
36,182
36,190
36,198
45,4
45,62
45,76
45,121
45,140
45,176
45,183
45,191
59,31
59,47
59,101
59,125
59,128
59,130
59,177
75,19
75,59
75,88
75,118
75,149
75,179
75,196
102,15
102,45
102,134
102,156
102,172
103,104
103,118
104,16
104,25
104,46
104,51
104,65
104,74
104,82
104,132
104,137
104,138
104,139
104,148
104,151
104,167
104,186
110,21
110,41
110,67
110,77
110,84
110,87
110,159
110,192
110,199
118,70
118,126
118,171
133,56
133,94
133,172
140,10
140,13
140,39
140,48
140,49
140,53
140,57
140,90
140,97
140,98
140,111
140,118
140,170
140,181
140,189
159,11
159,61
159,113
159,116
172,17
172,29
172,34
172,66
172,68
172,80
172,86
172,115
172,122
172,146
172,147
172,180
172,193
197,1
197,8
197,12
197,20
197,21
197,22
197,26
197,32
197,40
197,42
197,52
197,60
197,63
197,73
197,79
197,96
197,112
197,123
197,124
197,127
197,135
197,136
197,142
197,143
197,145
197,150
197,160
197,162
197,165
197,166
197,174
197,175
197,185
197,194
197,195
