source,target
5,53
5,71
5,161
5,169
5,198
8,3
8,7
8,15
8,18
8,25
8,26
8,38
8,40
8,43
8,45
8,47
8,62
8,79
8,81
8,87
8,99
8,100
8,102
8,110
8,111
8,115
8,121
8,125
8,131
8,134
8,148
8,149
8,151
8,157
8,160
8,165
8,174
8,178
8,179
8,181
8,185
8,188
8,199
14,37
16,20
16,22
16,27
16,28
16,29
16,32
16,75
16,76
16,80
16,83
16,88
16,89
16,96
16,97
16,105
16,112
16,114
16,116
16,135
16,144
16,145
16,153
16,154
16,156
16,159
16,173
16,175
16,177
16,182
16,186
16,191
16,196
64,17
64,23
64,36
64,39
64,42
64,52
64,55
64,61
64,71
64,78
64,103
64,119
64,120
64,127
64,133
64,140
64,162
71,8
71,150
84,6
84,13
84,48
84,54
84,77
84,164
84,167
84,189
84,195
98,14
98,21
98,24
98,31
98,50
98,51
98,65
98,67
98,70
98,72
98,86
98,92
98,93
98,101
98,104
98,113
98,115
98,132
98,137
98,152
98,190
98,197
115,69
115,94
115,155
115,158
130,0
130,1
130,2
130,4
130,12
130,16
130,19
130,30
130,33
130,34
130,35
130,44
130,46
130,49
130,56
130,57
130,59
130,60
130,66
130,68
130,74
130,84
130,91
130,95
130,109
130,122
130,126
130,129
130,136
130,138
130,139
130,141
130,142
130,143
130,146
130,147
130,163
130,170
130,176
130,180
130,183
130,184
130,192
130,194
153,9
153,10
153,11
153,41
153,58
153,63
153,73
153,85
153,90
153,106
153,108
153,117
153,118
153,123
153,128
153,168
153,171
153,172
153,187
153,193
166,8
166,82
166,84
166,107
166,124
